ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,JUAZEIRO DO NORTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,56
2018,JUAZEIRO DO NORTE,PATRI,CABO DACIOLO,Patriota,903
2018,JUAZEIRO DO NORTE,PODE,ALVARO DIAS,Podemos,244
2018,JUAZEIRO DO NORTE,REDE,MARINA SILVA,Rede Sustentabilidade,544
2018,JUCÁS,#NULO#,Branco,#NULO#,394
2018,JUCÁS,#NULO#,Nulo,#NULO#,626
2018,JUCÁS,DC,EYMAEL,Democracia Cristã,42
2018,JUCÁS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,146
2018,JUCÁS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,168
2018,JUCÁS,PDT,CIRO GOMES,Partido Democrático Trabalhista,5936
2018,JUCÁS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5275
2018,JUCÁS,NOVO,JOÃO AMOÊDO,Partido Novo,34
2018,JUCÁS,PSL,JAIR BOLSONARO,Partido Social Liberal,1739
2018,JUCÁS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,27
2018,JUCÁS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,JUCÁS,PATRI,CABO DACIOLO,Patriota,76
2018,JUCÁS,PODE,ALVARO DIAS,Podemos,27
2018,JUCÁS,REDE,MARINA SILVA,Rede Sustentabilidade,21
2018,LAVRAS DA MANGABEIRA,#NULO#,Branco,#NULO#,314
2018,LAVRAS DA MANGABEIRA,#NULO#,Nulo,#NULO#,799
2018,LAVRAS DA MANGABEIRA,DC,EYMAEL,Democracia Cristã,1
2018,LAVRAS DA MANGABEIRA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,164
2018,LAVRAS DA MANGABEIRA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,127
2018,LAVRAS DA MANGABEIRA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6311
2018,LAVRAS DA MANGABEIRA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,8058
2018,LAVRAS DA MANGABEIRA,NOVO,JOÃO AMOÊDO,Partido Novo,39
2018,LAVRAS DA MANGABEIRA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,LAVRAS DA MANGABEIRA,PSL,JAIR BOLSONARO,Partido Social Liberal,1645
2018,LAVRAS DA MANGABEIRA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,10
2018,LAVRAS DA MANGABEIRA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,LAVRAS DA MANGABEIRA,PATRI,CABO DACIOLO,Patriota,57
2018,LAVRAS DA MANGABEIRA,PODE,ALVARO DIAS,Podemos,21
2018,LAVRAS DA MANGABEIRA,REDE,MARINA SILVA,Rede Sustentabilidade,41
2018,LIMOEIRO DO NORTE,#NULO#,Branco,#NULO#,746
2018,LIMOEIRO DO NORTE,#NULO#,Nulo,#NULO#,2016
2018,LIMOEIRO DO NORTE,DC,EYMAEL,Democracia Cristã,6
2018,LIMOEIRO DO NORTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,118
2018,LIMOEIRO DO NORTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,166
2018,LIMOEIRO DO NORTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,15260
2018,LIMOEIRO DO NORTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11607
2018,LIMOEIRO DO NORTE,NOVO,JOÃO AMOÊDO,Partido Novo,103
2018,LIMOEIRO DO NORTE,PSL,JAIR BOLSONARO,Partido Social Liberal,5617
2018,LIMOEIRO DO NORTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,90
2018,LIMOEIRO DO NORTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,11
2018,LIMOEIRO DO NORTE,PATRI,CABO DACIOLO,Patriota,262
2018,LIMOEIRO DO NORTE,PODE,ALVARO DIAS,Podemos,47
2018,LIMOEIRO DO NORTE,REDE,MARINA SILVA,Rede Sustentabilidade,63
2018,MADALENA,#NULO#,Branco,#NULO#,137
2018,MADALENA,#NULO#,Nulo,#NULO#,318
2018,MADALENA,DC,EYMAEL,Democracia Cristã,11
2018,MADALENA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,46
2018,MADALENA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,66
2018,MADALENA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4097
2018,MADALENA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4855
2018,MADALENA,NOVO,JOÃO AMOÊDO,Partido Novo,25
2018,MADALENA,PSL,JAIR BOLSONARO,Partido Social Liberal,989
2018,MADALENA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,19
2018,MADALENA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,MADALENA,PATRI,CABO DACIOLO,Patriota,87
2018,MADALENA,PODE,ALVARO DIAS,Podemos,14
2018,MADALENA,REDE,MARINA SILVA,Rede Sustentabilidade,15
2018,MARACANAÚ,#NULO#,Branco,#NULO#,3140
2018,MARACANAÚ,#NULO#,Nulo,#NULO#,7672
2018,MARACANAÚ,DC,EYMAEL,Democracia Cristã,34
2018,MARACANAÚ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,667
2018,MARACANAÚ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,1489
2018,MARACANAÚ,PDT,CIRO GOMES,Partido Democrático Trabalhista,42465
2018,MARACANAÚ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,35196
2018,MARACANAÚ,NOVO,JOÃO AMOÊDO,Partido Novo,483
2018,MARACANAÚ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,17
2018,MARACANAÚ,PSL,JAIR BOLSONARO,Partido Social Liberal,39878
2018,MARACANAÚ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,384
2018,MARACANAÚ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,47
2018,MARACANAÚ,PATRI,CABO DACIOLO,Patriota,2667
2018,MARACANAÚ,PODE,ALVARO DIAS,Podemos,197
2018,MARACANAÚ,REDE,MARINA SILVA,Rede Sustentabilidade,598
2018,MARANGUAPE,#NULO#,Branco,#NULO#,1385
2018,MARANGUAPE,#NULO#,Nulo,#NULO#,3303
2018,MARANGUAPE,DC,EYMAEL,Democracia Cristã,7
2018,MARANGUAPE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,286
2018,MARANGUAPE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,616
2018,MARANGUAPE,PDT,CIRO GOMES,Partido Democrático Trabalhista,19913
2018,MARANGUAPE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,23013
2018,MARANGUAPE,NOVO,JOÃO AMOÊDO,Partido Novo,208
2018,MARANGUAPE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,10
2018,MARANGUAPE,PSL,JAIR BOLSONARO,Partido Social Liberal,14142
2018,MARANGUAPE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,114
2018,MARANGUAPE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,8
2018,MARANGUAPE,PATRI,CABO DACIOLO,Patriota,1069
2018,MARANGUAPE,PODE,ALVARO DIAS,Podemos,87
2018,MARANGUAPE,REDE,MARINA SILVA,Rede Sustentabilidade,202
2018,MARCO,#NULO#,Branco,#NULO#,423
2018,MARCO,#NULO#,Nulo,#NULO#,874
2018,MARCO,DC,EYMAEL,Democracia Cristã,9
2018,MARCO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,93
2018,MARCO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,174
2018,MARCO,PDT,CIRO GOMES,Partido Democrático Trabalhista,5452
2018,MARCO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5818
2018,MARCO,NOVO,JOÃO AMOÊDO,Partido Novo,44
2018,MARCO,PSL,JAIR BOLSONARO,Partido Social Liberal,4374
2018,MARCO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,12
2018,MARCO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,MARCO,PATRI,CABO DACIOLO,Patriota,67
2018,MARCO,PODE,ALVARO DIAS,Podemos,6
2018,MARCO,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,MARTINÓPOLE,#NULO#,Branco,#NULO#,124
2018,MARTINÓPOLE,#NULO#,Nulo,#NULO#,236
2018,MARTINÓPOLE,DC,EYMAEL,Democracia Cristã,1
2018,MARTINÓPOLE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,44
2018,MARTINÓPOLE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,48
2018,MARTINÓPOLE,PDT,CIRO GOMES,Partido Democrático Trabalhista,4239
2018,MARTINÓPOLE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2466
2018,MARTINÓPOLE,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,MARTINÓPOLE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,MARTINÓPOLE,PSL,JAIR BOLSONARO,Partido Social Liberal,618
2018,MARTINÓPOLE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,5
2018,MARTINÓPOLE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,MARTINÓPOLE,PATRI,CABO DACIOLO,Patriota,56
2018,MARTINÓPOLE,PODE,ALVARO DIAS,Podemos,4
2018,MARTINÓPOLE,REDE,MARINA SILVA,Rede Sustentabilidade,13
2018,MASSAPÊ,#NULO#,Branco,#NULO#,877
2018,MASSAPÊ,#NULO#,Nulo,#NULO#,1395
2018,MASSAPÊ,DC,EYMAEL,Democracia Cristã,4
2018,MASSAPÊ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,119
2018,MASSAPÊ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,1403
2018,MASSAPÊ,PDT,CIRO GOMES,Partido Democrático Trabalhista,10646
2018,MASSAPÊ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5182
2018,MASSAPÊ,NOVO,JOÃO AMOÊDO,Partido Novo,32
2018,MASSAPÊ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,MASSAPÊ,PSL,JAIR BOLSONARO,Partido Social Liberal,3197
2018,MASSAPÊ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,48
2018,MASSAPÊ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,MASSAPÊ,PATRI,CABO DACIOLO,Patriota,129
2018,MASSAPÊ,PODE,ALVARO DIAS,Podemos,38
2018,MASSAPÊ,REDE,MARINA SILVA,Rede Sustentabilidade,60
2018,MAURITI,#NULO#,Branco,#NULO#,468
2018,MAURITI,#NULO#,Nulo,#NULO#,1215
2018,MAURITI,DC,EYMAEL,Democracia Cristã,1
2018,MAURITI,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,192
2018,MAURITI,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,436
2018,MAURITI,PDT,CIRO GOMES,Partido Democrático Trabalhista,8007
2018,MAURITI,PT,FERNANDO HADDAD,Partido dos Trabalhadores,13030
2018,MAURITI,NOVO,JOÃO AMOÊDO,Partido Novo,33
2018,MAURITI,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,MAURITI,PSL,JAIR BOLSONARO,Partido Social Liberal,2908
2018,MAURITI,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,36
2018,MAURITI,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,9
2018,MAURITI,PATRI,CABO DACIOLO,Patriota,70
2018,MAURITI,PODE,ALVARO DIAS,Podemos,70
2018,MAURITI,REDE,MARINA SILVA,Rede Sustentabilidade,26
2018,MERUOCA,#NULO#,Branco,#NULO#,317
2018,MERUOCA,#NULO#,Nulo,#NULO#,399
2018,MERUOCA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,27
2018,MERUOCA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,65
2018,MERUOCA,PDT,CIRO GOMES,Partido Democrático Trabalhista,5165
2018,MERUOCA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2303
2018,MERUOCA,NOVO,JOÃO AMOÊDO,Partido Novo,11
2018,MERUOCA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,MERUOCA,PSL,JAIR BOLSONARO,Partido Social Liberal,992
2018,MERUOCA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,12
2018,MERUOCA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,MERUOCA,PATRI,CABO DACIOLO,Patriota,38
2018,MERUOCA,PODE,ALVARO DIAS,Podemos,12
2018,MERUOCA,REDE,MARINA SILVA,Rede Sustentabilidade,32
2018,MILAGRES,#NULO#,Branco,#NULO#,517
2018,MILAGRES,#NULO#,Nulo,#NULO#,680
2018,MILAGRES,DC,EYMAEL,Democracia Cristã,5
2018,MILAGRES,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,251
2018,MILAGRES,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,126
2018,MILAGRES,PDT,CIRO GOMES,Partido Democrático Trabalhista,6405
2018,MILAGRES,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7553
2018,MILAGRES,NOVO,JOÃO AMOÊDO,Partido Novo,15
2018,MILAGRES,PSL,JAIR BOLSONARO,Partido Social Liberal,1274
2018,MILAGRES,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,31
2018,MILAGRES,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,MILAGRES,PATRI,CABO DACIOLO,Patriota,70
2018,MILAGRES,PODE,ALVARO DIAS,Podemos,15
2018,MILAGRES,REDE,MARINA SILVA,Rede Sustentabilidade,27
2018,MILHÃ,#NULO#,Branco,#NULO#,79
2018,MILHÃ,#NULO#,Nulo,#NULO#,292
2018,MILHÃ,DC,EYMAEL,Democracia Cristã,1
2018,MILHÃ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,28
2018,MILHÃ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,53
2018,MILHÃ,PDT,CIRO GOMES,Partido Democrático Trabalhista,3700
2018,MILHÃ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3639
2018,MILHÃ,NOVO,JOÃO AMOÊDO,Partido Novo,11
2018,MILHÃ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,MILHÃ,PSL,JAIR BOLSONARO,Partido Social Liberal,545
2018,MILHÃ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,16
2018,MILHÃ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,MILHÃ,PATRI,CABO DACIOLO,Patriota,27
2018,MILHÃ,PODE,ALVARO DIAS,Podemos,6
2018,MILHÃ,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,MIRAÍMA,#NULO#,Branco,#NULO#,70
2018,MIRAÍMA,#NULO#,Nulo,#NULO#,225
2018,MIRAÍMA,DC,EYMAEL,Democracia Cristã,2
2018,MIRAÍMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,46
2018,MIRAÍMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,59
2018,MIRAÍMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4362
2018,MIRAÍMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3356
2018,MIRAÍMA,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,MIRAÍMA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,MIRAÍMA,PSL,JAIR BOLSONARO,Partido Social Liberal,597
2018,MIRAÍMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,17
2018,MIRAÍMA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,MIRAÍMA,PATRI,CABO DACIOLO,Patriota,31
2018,MIRAÍMA,PODE,ALVARO DIAS,Podemos,2
2018,MIRAÍMA,REDE,MARINA SILVA,Rede Sustentabilidade,10
2018,MISSÃO VELHA,#NULO#,Branco,#NULO#,427
2018,MISSÃO VELHA,#NULO#,Nulo,#NULO#,1030
2018,MISSÃO VELHA,DC,EYMAEL,Democracia Cristã,4
2018,MISSÃO VELHA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,191
2018,MISSÃO VELHA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,153
2018,MISSÃO VELHA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6060
2018,MISSÃO VELHA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11074
2018,MISSÃO VELHA,NOVO,JOÃO AMOÊDO,Partido Novo,27
2018,MISSÃO VELHA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,MISSÃO VELHA,PSL,JAIR BOLSONARO,Partido Social Liberal,2105
2018,MISSÃO VELHA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,29
2018,MISSÃO VELHA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,10
2018,MISSÃO VELHA,PATRI,CABO DACIOLO,Patriota,100
2018,MISSÃO VELHA,PODE,ALVARO DIAS,Podemos,17
2018,MISSÃO VELHA,REDE,MARINA SILVA,Rede Sustentabilidade,35
2018,MOMBAÇA,#NULO#,Branco,#NULO#,569
2018,MOMBAÇA,#NULO#,Nulo,#NULO#,1443
2018,MOMBAÇA,DC,EYMAEL,Democracia Cristã,1
2018,MOMBAÇA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,173
2018,MOMBAÇA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,202
2018,MOMBAÇA,PDT,CIRO GOMES,Partido Democrático Trabalhista,7081
2018,MOMBAÇA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11700
2018,MOMBAÇA,NOVO,JOÃO AMOÊDO,Partido Novo,44
2018,MOMBAÇA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,MOMBAÇA,PSL,JAIR BOLSONARO,Partido Social Liberal,2535
2018,MOMBAÇA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,29
2018,MOMBAÇA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,7
2018,MOMBAÇA,PATRI,CABO DACIOLO,Patriota,78
2018,MOMBAÇA,PODE,ALVARO DIAS,Podemos,21
2018,MOMBAÇA,REDE,MARINA SILVA,Rede Sustentabilidade,35
2018,MONSENHOR TABOSA,#NULO#,Branco,#NULO#,174
2018,MONSENHOR TABOSA,#NULO#,Nulo,#NULO#,410
2018,MONSENHOR TABOSA,DC,EYMAEL,Democracia Cristã,2
2018,MONSENHOR TABOSA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,45
2018,MONSENHOR TABOSA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,54
2018,MONSENHOR TABOSA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3575
2018,MONSENHOR TABOSA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5439
2018,MONSENHOR TABOSA,NOVO,JOÃO AMOÊDO,Partido Novo,9
2018,MONSENHOR TABOSA,PSL,JAIR BOLSONARO,Partido Social Liberal,1157
2018,MONSENHOR TABOSA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,26
2018,MONSENHOR TABOSA,PATRI,CABO DACIOLO,Patriota,29
2018,MONSENHOR TABOSA,PODE,ALVARO DIAS,Podemos,5
2018,MONSENHOR TABOSA,REDE,MARINA SILVA,Rede Sustentabilidade,16
2018,MORADA NOVA,#NULO#,Branco,#NULO#,921
2018,MORADA NOVA,#NULO#,Nulo,#NULO#,2163
2018,MORADA NOVA,DC,EYMAEL,Democracia Cristã,5
2018,MORADA NOVA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,214
2018,MORADA NOVA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,270
2018,MORADA NOVA,PDT,CIRO GOMES,Partido Democrático Trabalhista,21414
2018,MORADA NOVA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,11767
2018,MORADA NOVA,NOVO,JOÃO AMOÊDO,Partido Novo,72
2018,MORADA NOVA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,MORADA NOVA,PSL,JAIR BOLSONARO,Partido Social Liberal,6170
2018,MORADA NOVA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,66
2018,MORADA NOVA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,12
2018,MORADA NOVA,PATRI,CABO DACIOLO,Patriota,255
2018,MORADA NOVA,PODE,ALVARO DIAS,Podemos,35
2018,MORADA NOVA,REDE,MARINA SILVA,Rede Sustentabilidade,62
2018,MORAÚJO,#NULO#,Branco,#NULO#,127
2018,MORAÚJO,#NULO#,Nulo,#NULO#,245
2018,MORAÚJO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,30
2018,MORAÚJO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,60
2018,MORAÚJO,PDT,CIRO GOMES,Partido Democrático Trabalhista,2405
2018,MORAÚJO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2293
2018,MORAÚJO,NOVO,JOÃO AMOÊDO,Partido Novo,14
2018,MORAÚJO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,MORAÚJO,PSL,JAIR BOLSONARO,Partido Social Liberal,683
2018,MORAÚJO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,5
2018,MORAÚJO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,MORAÚJO,PATRI,CABO DACIOLO,Patriota,17
2018,MORAÚJO,PODE,ALVARO DIAS,Podemos,17
2018,MORAÚJO,REDE,MARINA SILVA,Rede Sustentabilidade,13
2018,MORRINHOS,#NULO#,Branco,#NULO#,260
2018,MORRINHOS,#NULO#,Nulo,#NULO#,498
2018,MORRINHOS,DC,EYMAEL,Democracia Cristã,7
2018,MORRINHOS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,64
2018,MORRINHOS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,224
2018,MORRINHOS,PDT,CIRO GOMES,Partido Democrático Trabalhista,2570
2018,MORRINHOS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5175
2018,MORRINHOS,NOVO,JOÃO AMOÊDO,Partido Novo,16
2018,MORRINHOS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,MORRINHOS,PSL,JAIR BOLSONARO,Partido Social Liberal,4214
2018,MORRINHOS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,23
2018,MORRINHOS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,MORRINHOS,PATRI,CABO DACIOLO,Patriota,85
2018,MORRINHOS,PODE,ALVARO DIAS,Podemos,16
2018,MORRINHOS,REDE,MARINA SILVA,Rede Sustentabilidade,33
2018,MUCAMBO,#NULO#,Branco,#NULO#,228
2018,MUCAMBO,#NULO#,Nulo,#NULO#,438
2018,MUCAMBO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,118
2018,MUCAMBO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,47
2018,MUCAMBO,PDT,CIRO GOMES,Partido Democrático Trabalhista,4387
2018,MUCAMBO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2726
2018,MUCAMBO,NOVO,JOÃO AMOÊDO,Partido Novo,20
2018,MUCAMBO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,MUCAMBO,PSL,JAIR BOLSONARO,Partido Social Liberal,945
2018,MUCAMBO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,16
2018,MUCAMBO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,MUCAMBO,PATRI,CABO DACIOLO,Patriota,32
2018,MUCAMBO,PODE,ALVARO DIAS,Podemos,5
2018,MUCAMBO,REDE,MARINA SILVA,Rede Sustentabilidade,20
2018,MULUNGU,#NULO#,Branco,#NULO#,113
2018,MULUNGU,#NULO#,Nulo,#NULO#,249
2018,MULUNGU,DC,EYMAEL,Democracia Cristã,1
2018,MULUNGU,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,24
2018,MULUNGU,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,52
2018,MULUNGU,PDT,CIRO GOMES,Partido Democrático Trabalhista,2724
2018,MULUNGU,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2490
2018,MULUNGU,NOVO,JOÃO AMOÊDO,Partido Novo,2
2018,MULUNGU,PSL,JAIR BOLSONARO,Partido Social Liberal,867
2018,MULUNGU,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,MULUNGU,PATRI,CABO DACIOLO,Patriota,45
2018,MULUNGU,PODE,ALVARO DIAS,Podemos,7
2018,MULUNGU,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,NOVA OLINDA,#NULO#,Branco,#NULO#,200
2018,NOVA OLINDA,#NULO#,Nulo,#NULO#,438
2018,NOVA OLINDA,DC,EYMAEL,Democracia Cristã,1
2018,NOVA OLINDA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,53
2018,NOVA OLINDA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,81
2018,NOVA OLINDA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3177
2018,NOVA OLINDA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4525
2018,NOVA OLINDA,NOVO,JOÃO AMOÊDO,Partido Novo,4
2018,NOVA OLINDA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,NOVA OLINDA,PSL,JAIR BOLSONARO,Partido Social Liberal,1023
2018,NOVA OLINDA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,61
2018,NOVA OLINDA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,NOVA OLINDA,PATRI,CABO DACIOLO,Patriota,52
2018,NOVA OLINDA,PODE,ALVARO DIAS,Podemos,10
2018,NOVA OLINDA,REDE,MARINA SILVA,Rede Sustentabilidade,6
2018,NOVA RUSSAS,#NULO#,Branco,#NULO#,359
2018,NOVA RUSSAS,#NULO#,Nulo,#NULO#,705
2018,NOVA RUSSAS,DC,EYMAEL,Democracia Cristã,3
2018,NOVA RUSSAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,128
2018,NOVA RUSSAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,140
2018,NOVA RUSSAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,7273
2018,NOVA RUSSAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5496
2018,NOVA RUSSAS,NOVO,JOÃO AMOÊDO,Partido Novo,19
2018,NOVA RUSSAS,PSL,JAIR BOLSONARO,Partido Social Liberal,2941
2018,NOVA RUSSAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,24
2018,NOVA RUSSAS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,NOVA RUSSAS,PATRI,CABO DACIOLO,Patriota,139
2018,NOVA RUSSAS,PODE,ALVARO DIAS,Podemos,28
